unique_id,tm_score
bindingnet_CHEMBL1163125_6boy_CHEMBL4436750,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4449543,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4451445,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4454528,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4456933,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4466270,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4471247,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4558228,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4559057,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4563590,0.21244
bindingnet_CHEMBL1163125_6boy_CHEMBL4577491,0.21244
bindingnet_CHEMBL1163125_6c7q_CHEMBL4172728,0.02581
bindingnet_CHEMBL1163125_6c7r_CHEMBL4159422,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4160989,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4161145,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4162046,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4162784,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4163185,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4164015,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4164393,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4164563,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4165491,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4166235,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4166630,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4167996,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4168913,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4169068,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4169335,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4169373,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4170044,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4171109,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4171228,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4172277,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4172447,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4173488,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4174543,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4174669,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4175855,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4176107,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4176849,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4177214,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4202675,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4203276,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4203725,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4205577,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4207024,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4208561,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4209937,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4210062,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4210448,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4210754,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4213494,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4215403,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4216530,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4216942,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4218757,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4228445,0.20798
bindingnet_CHEMBL1163125_6c7r_CHEMBL4228904,0.20798
bindingnet_CHEMBL1163125_6cis_CHEMBL3959351,0.21019
bindingnet_CHEMBL1163125_6cis_CHEMBL4207437,0.21019
bindingnet_CHEMBL1163125_6cis_CHEMBL4209192,0.21019
bindingnet_CHEMBL1163125_6cis_CHEMBL4437749,0.21019
bindingnet_CHEMBL1163125_6cis_CHEMBL4464826,0.21019
bindingnet_CHEMBL1163125_6cis_CHEMBL4468126,0.21019
bindingnet_CHEMBL1163125_6ciy_CHEMBL3969370,0.21014
bindingnet_CHEMBL1163125_6ciy_CHEMBL3979343,0.21014
bindingnet_CHEMBL1163125_6ciy_CHEMBL4206831,0.21014
bindingnet_CHEMBL1163125_6cj1_CHEMBL1673046,0.20099
bindingnet_CHEMBL1163125_6cj1_CHEMBL3942643,0.20099
bindingnet_CHEMBL1163125_6cj1_CHEMBL4541479,0.20099
bindingnet_CHEMBL1163125_6ckr_CHEMBL4225695,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4226680,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4226942,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4227207,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4227410,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4227679,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4227788,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4227902,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4227946,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4228256,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4228259,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4228515,0.22056
bindingnet_CHEMBL1163125_6ckr_CHEMBL4229088,0.22056
bindingnet_CHEMBL1163125_6cks_CHEMBL3787482,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3891849,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3908231,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3923757,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3924615,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3927729,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3947757,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3949456,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3964534,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3983858,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL3984959,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4225212,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4226051,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4226540,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4227335,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4227387,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4227923,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4228174,0.21732
bindingnet_CHEMBL1163125_6cks_CHEMBL4228973,0.21732
bindingnet_CHEMBL1163125_6czu_CHEMBL4241469,0.21466
bindingnet_CHEMBL1163125_6czu_CHEMBL4243172,0.21466
bindingnet_CHEMBL1163125_6czu_CHEMBL4246969,0.21466
bindingnet_CHEMBL1163125_6czu_CHEMBL4251258,0.21466
bindingnet_CHEMBL1163125_6e4a_CHEMBL4276844,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4277918,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4279367,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4279500,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4280276,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4281377,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4281787,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4281793,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4283862,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4284784,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4285230,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4287223,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4288183,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4288569,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4289664,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4290047,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4290169,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4291988,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4293058,0.22262
bindingnet_CHEMBL1163125_6e4a_CHEMBL4293175,0.22262
bindingnet_CHEMBL1163125_6fo5_CHEMBL3775058,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4278314,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4281327,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4282396,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4284197,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4284735,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4286686,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4292433,0.20909
bindingnet_CHEMBL1163125_6fo5_CHEMBL4292615,0.20909
bindingnet_CHEMBL1163125_6hdq_CHEMBL4246741,0.20558
bindingnet_CHEMBL1169593_3iof_CHEMBL1173337,0.28033
bindingnet_CHEMBL1169593_3iof_CHEMBL1173338,0.28033
bindingnet_CHEMBL1169593_3iog_CHEMBL1173797,0.27983
bindingnet_CHEMBL1169597_1pgp_CHEMBL1173784,0.32383
bindingnet_CHEMBL1169597_1pgp_CHEMBL1173785,0.32383
bindingnet_CHEMBL1169598_4yyl_CHEMBL3600947,0.25721
bindingnet_CHEMBL1250374_3dp9_CHEMBL1230265,0.25805
bindingnet_CHEMBL1250374_3dp9_CHEMBL1231347,0.25805
bindingnet_CHEMBL1250374_3dp9_CHEMBL1232180,0.25805
bindingnet_CHEMBL1250374_3dp9_CHEMBL1242854,0.25805
bindingnet_CHEMBL1250374_3dp9_CHEMBL405346,0.25805
bindingnet_CHEMBL1250378_6en4_CHEMBL1242374,0.29036
bindingnet_CHEMBL1250378_6en4_CHEMBL1242467,0.29036
bindingnet_CHEMBL1250378_6en4_CHEMBL1242564,0.29036
bindingnet_CHEMBL1250378_6en4_CHEMBL1242654,0.29036
bindingnet_CHEMBL1250378_6en4_CHEMBL1242745,0.29036
bindingnet_CHEMBL1250378_6en4_CHEMBL1242841,0.29036
bindingnet_CHEMBL1250408_5khk_CHEMBL4468490,0.16258
bindingnet_CHEMBL1255126_2n0u_CHEMBL191334,0.18334
bindingnet_CHEMBL1255126_3lbj_CHEMBL1233798,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL1236726,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL2024323,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL3220313,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL3734953,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL3735043,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL3735566,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL3735996,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4067165,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4072678,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4077617,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4078749,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4084081,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4085272,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4089364,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4093959,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4094325,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4096099,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4098976,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4099580,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4104110,0.17020
bindingnet_CHEMBL1255126_3lbj_CHEMBL4104786,0.17020
bindingnet_CHEMBL1255126_3u15_CHEMBL3220312,0.18902
bindingnet_CHEMBL1275212_3nc9_CHEMBL1236391,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809151,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809154,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809157,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809158,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809159,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809160,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809161,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809162,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL1809163,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666069,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666070,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666071,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666072,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666073,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666074,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666075,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666076,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666077,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666078,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666079,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666080,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666081,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666082,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666083,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666084,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666085,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666086,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666087,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666088,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666089,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666090,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666091,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666092,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666093,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666094,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666095,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666149,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666150,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666153,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666155,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666156,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666157,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666158,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666162,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666164,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666174,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666175,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666179,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666180,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666181,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666184,0.27371
bindingnet_CHEMBL1275212_3nc9_CHEMBL3666190,0.27371
bindingnet_CHEMBL1275212_3q92_CHEMBL2017208,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017209,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017212,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017213,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017214,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017215,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017219,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017220,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017222,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017223,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017224,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017225,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017228,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017229,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017230,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017233,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017234,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017235,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017236,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017237,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017241,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017242,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017243,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017244,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017245,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017246,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017247,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017248,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017250,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017254,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2017256,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2063914,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2063920,0.26779
bindingnet_CHEMBL1275212_3q92_CHEMBL2063922,0.26779
bindingnet_CHEMBL1275212_3qa2_CHEMBL2017210,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2017211,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2017232,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2017249,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063913,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063918,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063919,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063921,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063925,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063926,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063927,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063928,0.26379
bindingnet_CHEMBL1275212_3qa2_CHEMBL2063929,0.26379
bindingnet_CHEMBL1275212_3qai_CHEMBL2017221,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017231,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017239,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017240,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017251,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017252,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017253,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2017255,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2063915,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2063916,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2063917,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2063923,0.26846
bindingnet_CHEMBL1275212_3qai_CHEMBL2063924,0.26846
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809174,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809175,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809177,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809178,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809179,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809180,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809181,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809182,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809183,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809184,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809185,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809186,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL1809187,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666096,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666099,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666100,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666101,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666102,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666103,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666107,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666108,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666109,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666110,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666111,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666112,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666114,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666115,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666116,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666117,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666118,0.27150
bindingnet_CHEMBL1275212_3ro4_CHEMBL3666119,0.27150
bindingnet_CHEMBL1275212_5wbm_CHEMBL4086173,0.26448
bindingnet_CHEMBL1275212_5wbo_CHEMBL1500542,0.26818
bindingnet_CHEMBL1275212_5wbq_CHEMBL4063606,0.26277
bindingnet_CHEMBL1275212_5wbq_CHEMBL4092972,0.26277
bindingnet_CHEMBL1275212_5wbq_CHEMBL4101660,0.26277
bindingnet_CHEMBL1275212_5wbr_CHEMBL4070442,0.26844
bindingnet_CHEMBL1275212_5wbz_CHEMBL4072209,0.26734
bindingnet_CHEMBL1275212_5wbz_CHEMBL4085228,0.26734
bindingnet_CHEMBL1275221_5e8r_CHEMBL3901808,0.25635
bindingnet_CHEMBL1275221_5egs_CHEMBL3780926,0.26171
bindingnet_CHEMBL1275221_5egs_CHEMBL3892699,0.26171
bindingnet_CHEMBL1275221_5egs_CHEMBL3897536,0.26171
bindingnet_CHEMBL1275221_5egs_CHEMBL3936550,0.26171
bindingnet_CHEMBL1275221_5egs_CHEMBL3952189,0.26171
bindingnet_CHEMBL1275221_5egs_CHEMBL3969797,0.26171
bindingnet_CHEMBL1275221_5egs_CHEMBL3986367,0.26171
bindingnet_CHEMBL1275223_3ldq_CHEMBL14249,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL3822603,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL3822684,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL3822829,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL3823801,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL443485,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL451058,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL470334,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL477,0.27149
bindingnet_CHEMBL1275223_3ldq_CHEMBL516197,0.27149
bindingnet_CHEMBL1275223_3m3z_CHEMBL14830,0.31699
bindingnet_CHEMBL1275223_5aqf_CHEMBL267099,0.31595
bindingnet_CHEMBL1275223_5aqf_CHEMBL3427679,0.31595
bindingnet_CHEMBL1275223_5aqf_CHEMBL3427682,0.31595
bindingnet_CHEMBL1275223_5aqf_CHEMBL473365,0.31595
bindingnet_CHEMBL1275223_5aqf_CHEMBL515570,0.31595
bindingnet_CHEMBL1275223_5aqf_CHEMBL516357,0.31595
bindingnet_CHEMBL1275223_5aqg_CHEMBL101892,0.31568
bindingnet_CHEMBL1275223_5aqg_CHEMBL99668,0.31568
bindingnet_CHEMBL1287604_5dts_CHEMBL123234,0.10704
bindingnet_CHEMBL1287604_5dts_CHEMBL3896367,0.10704
bindingnet_CHEMBL1287604_5dtt_CHEMBL3967375,0.10736
bindingnet_CHEMBL1287604_5qax_CHEMBL3913021,0.10739
bindingnet_CHEMBL1287604_5qb0_CHEMBL3908259,0.10592
bindingnet_CHEMBL1287604_5qb2_CHEMBL3910343,0.11029
bindingnet_CHEMBL1287618_3c56_CHEMBL1235276,0.19854
bindingnet_CHEMBL1287618_3c56_CHEMBL1276292,0.19854
bindingnet_CHEMBL1287620_4a22_CHEMBL1236228,0.24305
bindingnet_CHEMBL1287620_4a22_CHEMBL1276292,0.24305
bindingnet_CHEMBL1287620_4lv4_CHEMBL1368601,0.23879
bindingnet_CHEMBL1287622_3p8h_CHEMBL1235119,0.24969
bindingnet_CHEMBL1287622_3p8h_CHEMBL1767022,0.24969
bindingnet_CHEMBL1293195_2uy3_CHEMBL88611,0.29061
bindingnet_CHEMBL1293195_2uy4_CHEMBL20,0.28144
bindingnet_CHEMBL1293195_2uy5_CHEMBL228792,0.28976
bindingnet_CHEMBL1293197_3rm4_CHEMBL1215473,0.29700
bindingnet_CHEMBL1293197_3rm4_CHEMBL4098590,0.29700
bindingnet_CHEMBL1293197_3rm8_CHEMBL1215474,0.30009
bindingnet_CHEMBL1293197_3rm9_CHEMBL1215544,0.28558
bindingnet_CHEMBL1293197_3rme_CHEMBL1215545,0.28681
bindingnet_CHEMBL1293197_3rme_CHEMBL47688,0.28681
bindingnet_CHEMBL1293226_2w2i_CHEMBL316034,0.21571
bindingnet_CHEMBL1293229_3v3q_CHEMBL1221517,
bindingnet_CHEMBL1293244_1jje_CHEMBL1231277,0.23669
bindingnet_CHEMBL1293244_1jje_CHEMBL1231535,0.23669
bindingnet_CHEMBL1293244_1jje_CHEMBL2283143,0.23669
bindingnet_CHEMBL1293287_3e4a_CHEMBL2324208,0.34346
bindingnet_CHEMBL1293287_3e4a_CHEMBL2324212,0.34346
bindingnet_CHEMBL1293287_3e4a_CHEMBL2324214,0.34346
bindingnet_CHEMBL1293287_4dtt_CHEMBL3235413,0.32838
bindingnet_CHEMBL1293287_4dtt_CHEMBL3235414,0.32838
bindingnet_CHEMBL1293287_4gs8_CHEMBL3235415,0.32809
bindingnet_CHEMBL1293287_4gs8_CHEMBL3235416,0.32809
bindingnet_CHEMBL1293287_4gsc_CHEMBL3235412,0.33170
